;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Asuncion;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Brasilia;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kigali;Kingston;Kingstown;Kinshasa;Koror;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau
Cairo;3874.268275;2702.049393;4960.440038;786.214144;5350.81007;6238.86167;3806.32346;4594.222521;6229.307822;6397.947747;13389.16206;2893.872042;2142.635462;4534.839801;3127.526025;6379.000394;2542.941534;3653.152453;4439.494417;9512.159298;8296.484395;2821.286364;3401.227069;3830.947355;3338.468417;9600.443211;5795.610629;5549.128831;6500.768791;6584.069826;7078.986562;5140.342036;5781.135394;5561.915371;1843.739178;2092.971932;3141.009408;6112.543011;2940.780887;3364.563109;4619.297044;1903.56659;0;13041.62783;4906.008743;3226.308512;2374.095401;4215.293779;351.615779;3653.152453;4842.426458;3949.269022;3268.611812;7467.458295;10453.38802;1446.370612;1094.927348;2692.731911;3508.544584;5252.015184;4971.982551;15279.66319;5150.631089;5830.228709;6020.190356;7348.161454;8227.889502;4893.955233;5703.561172;1690.91627;13770.59616;6064.09684;8381.229569;5131.107101;5392.386931;2116.098119;7192.486028;3338.450976;3227.294531;6674.15245;14890.63345;3465.274176;2915.203017;11328.61146;7796.225358;3692.479299;4659.645523;3565.085638;248.699365;5117.344982;5063.513677;1918.063454;3438.154738;5036.568904;5926.453413;3241.429384;4756.049345;9116.906737
Canberra;11266.52981;15720.25317;16212.22226;12322.99434;15593.94365;12850.3695;16243.95309;16312.76409;13027.13427;9392.365778;4370.171784;10225.23268;12713.48696;9032.558813;9935.511084;13497.99096;12109.3538;11767.06745;15668.88573;8141.55667;8300.599536;14814.546;14980.06;10184.53801;9795.493277;8382.711785;12936.11415;14024.10255;7626.601773;14367.07792;10408.55651;14582.59044;9611.614392;9676.757979;14788.35697;14290.33172;10154.12992;14943.64074;14002.36722;14676.60017;9089.422705;12583.68372;13041.62783;0;10185.40634;9960.560311;10904.37724;10100.59244;13393.00377;15255.17143;14978.21449;14780.58799;13029.73248;8809.478616;2914.141984;12057.14505;12309.73883;11273.01336;16059.28487;10101.09171;10808.13813;3531.629069;11286.57248;8390.214749;11352.83953;8631.174649;5334.59968;11003.0237;7814.951737;14021.88534;1689.278464;9929.792624;4718.17656;13036.66368;10046.52282;13351.54033;9266.881948;13414.96915;13607.55849;10133.59519;2089.19198;10085.21487;13660.80858;4224.391691;5926.294442;11878.91455;8528.021766;15711.85379;12796.7566;8078.720934;15161.068;14946.48897;16479.64513;16159.15715;11609.85402;12071.02931;15629.51493;4973.961718
Caracas;1187.768028;6762.140424;6103.792848;4292.122712;5693.625146;3842.812558;6148.178713;6135.597519;3989.469222;9627.171177;13548.43267;3470.272282;3075.671163;2284.228924;4552.163076;4511.983395;2474.621953;1647.952461;5506.294203;4665.241035;3397.36994;4806.697481;4830.261873;1502.025845;3378.553844;4805.901212;3583.050255;4412.504611;2595.966731;5397.502909;2746.016813;4711.488004;875.557917;8774.122487;5531.567057;6963.621457;2876.097286;5547.566587;3904.576967;4518.64165;6703.767811;6472.833722;4906.008743;10185.40634;0;3178.096454;3144.964184;1020.904916;5073.629428;5084.55315;4959.070342;4599.806677;2881.324962;2572.722811;9065.598953;3498.739081;5369.774138;2266.450364;6040.410029;383.7948502;813.8879748;13703.12589;9316.845957;1873.91254;2323.365982;2442.401598;4942.340522;8871.042952;2961.353408;4501.42003;11735.30304;1281.080293;6090.544225;3260.56311;528.0780015;3587.630638;2353.779387;3247.606677;3453.016385;10442.3416;12222.60365;2284.228924;7791.877639;6849.79963;4320.13528;1732.050466;5565.435783;5594.509755;4829.673666;3534.316669;5200.681721;6170.337289;7108.988594;6076.212721;10316.43605;7609.958936;5528.470858;5230.432669
Castries;2961.380084;5891.907735;7182.330993;2445.468413;7192.859079;6506.134094;6465.065974;6970.085559;6600.747844;6450.912401;11666.42032;400.9755657;3051.996031;1506.583415;1375.446333;7017.545781;2651.651651;3221.255406;6539.270271;7523.411795;6176.020826;5093.06974;5491.533485;1682.669444;248.699365;7737.53643;6122.165731;6534.056281;3535.623706;7685.028427;5923.690619;6492.715957;3845.051655;5596.152475;4833.804847;5135.358607;351.6587026;7534.404727;4566.466857;5274.50138;3559.24017;3951.548611;3226.308512;9960.560311;3178.096454;0;948.6651161;2157.345195;3557.013857;5804.89423;6468.628145;5704.08378;4013.845404;5443.941549;7714.718277;2102.198017;2987.950547;1751.110863;6215.404904;3547.650798;3783.09583;12866.22789;6266.992799;3035.59682;5342.21529;5197.554069;5005.885996;5785.351634;2526.153011;4103.122458;11003.06898;4425.754314;5243.0384;5557.483679;3680.99564;3641.58507;5372.968056;4366.0869;4439.638944;7277.218722;11966.411;896.6479083;5483.256704;8262.836497;4601.757821;3362.077477;2598.040588;6030.018542;3010.719095;1903.503128;6741.482379;5113.570616;6571.202895;7214.529377;7308.515038;4777.233256;6745.872639;5944.747614
Cayenne;2566.929004;4985.098338;6280.807391;1589.487867;6344.673828;5973.318647;5520.765201;6049.566178;6044.29682;6689.563902;12475.23746;785.9886071;2175.104934;2166.932368;1757.969177;6408.144574;1879.679479;2688.077772;5644.576945;7751.213769;6428.135987;4161.236267;4581.518917;1722.957038;1144.030788;7921.930164;5560.093019;5830.986176;4170.22795;6987.520004;5801.859208;5714.415848;3944.507285;5804.646681;3897.139968;4387.997993;775.6173711;6767.167823;3685.868231;4379.834767;3985.252063;3444.445346;2374.095401;10904.37724;3144.964184;948.6651161;0;2201.196202;2684.884042;4893.635746;5641.315992;4839.396373;3248.263614;5637.682625;8645.823787;1154.246875;2376.590639;1117.628246;5268.578324;3528.643273;3568.888169;13788.89525;6176.114044;3553.13675;5036.718135;5438.950612;5870.821327;5742.596131;3331.198058;3155.069424;11945.97285;4424.994785;6186.200731;4947.679722;3672.962717;2732.566593;5480.906948;3568.259707;3613.718367;7380.820608;12915.04629;1137.361271;4908.000175;8985.724963;5423.937427;2812.179507;3285.203442;5094.359953;2182.633152;2832.21485;5911.436823;4214.484466;5643.613378;6318.786887;7171.532864;4482.833028;5868.582793;6743.033487
Charlotte Amalie;1275.951523;6392.005287;6369.076159;3522.461388;6097.409386;4651.268905;6147.488691;6315.298986;4778.979163;8606.42582;12984.7934;2456.523966;2723.609482;1434.449221;3531.893444;5268.583428;2085.270421;1752.040751;5732.88818;5550.287312;4232.194706;4729.817902;4889.643291;492.0930811;2358.398628;5722.307846;4333.182637;5013.373597;2535.885369;6087.007333;3766.89369;5188.330494;1748.137015;7753.488061;5164.08481;6307.601728;1859.691241;6127.642497;3903.665189;4595.107303;5688.672705;5614.765031;4215.293779;10100.59244;1020.904916;2157.345195;2201.196202;0;4436.297579;5178.66583;5340.884003;4811.70425;2974.282531;3436.670384;8582.929673;2769.414234;4521.316395;1527.549271;5986.460367;1391.966471;1693.693037;13515.99581;8336.673989;1773.759073;3268.512995;3244.962621;4766.062767;7879.1885;2413.79083;4168.831864;11523.38077;2279.382392;5673.667924;3895.003587;1528.04885;3330.17782;3289.661096;3372.491208;3542.17027;9426.791283;12186.00372;1264.880155;7014.497224;7229.722338;4180.200886;1889.461818;4580.99611;5611.274119;4098.408085;2729.7795;5603.23915;5719.059537;6858.378682;6361.920339;9351.994374;6683.642964;5823.196382;5300.35526
Chisinau;3999.025628;2354.836368;4674.355082;1111.583269;5100.427557;6148.953486;3486.42933;4296.085557;6127.753413;6574.455282;13643.93716;3232.558032;2182.094878;4833.804847;3477.841175;6244.149006;2651.651651;3736.870467;4174.500947;9629.662993;8445.768153;2572.850424;3160.664765;4073.918052;3676.440078;9700.565651;5709.216361;5392.270906;6775.956194;6394.571372;7133.189206;4949.648448;5948.703116;5757.326189;1506.583415;1890.334915;3457.162616;5896.032462;2788.824881;3150.824093;4919.641639;2005.087838;351.615779;13393.00377;5073.629428;3557.013857;2684.884042;4436.297579;0;3397.500517;4625.768947;3738.303196;3226.811002;7615.979141;10799.05814;1688.008961;1356.506471;2908.752939;3186.428112;5407.606494;5081.405327;15583.27663;5236.067795;6089.888932;6043.315211;7513.520302;8551.015935;5014.202779;6015.805357;1482.955034;14111.58881;6193.35696;8728.663238;5050.805773;5545.097569;2048.725197;7321.216674;3252.885946;3121.484546;6787.08603;15237.90754;3753.6938;2828.42897;11600.3806;8108.291527;3762.113307;5001.893898;3270.776446;598.8667843;5453.460422;4836.424028;1570.774788;3086.904851;4754.214835;5958.928176;3336.787659;4498.498055;9420.321896
Conakry;3988.867362;2743.255654;1394.344197;4003.121668;1703.254683;3556.673267;1119.501047;1176.472364;3450.142114;9890.781695;17040.67875;5673.946268;2765.244645;6370.36695;6409.820884;3316.939763;3281.922383;3488.160828;795.325705;8267.548743;7559.448376;833.5415856;313.6142861;5153.371657;6026.285189;8173.346976;3217.688052;2409.170439;7628.569931;3149.574571;5572.396578;1788.3098;5727.180382;9115.587398;2153.992031;4232.041856;5521.975495;2559.794167;1295.210618;583.6213131;8240.468803;5292.33614;3653.152453;15255.17143;5084.55315;5804.89423;4893.635746;5178.66583;3397.500517;0;1337.793079;673.0330799;2225.604789;6859.45654;13507.27084;3827.603575;4743.209573;4193.439157;1135.004822;5203.398142;4524.029567;18654.92126;8320.162576;6865.513159;4420.490388;6947.346251;9934.867124;8216.997906;7541.023042;1985.967163;16685.66948;5529.29324;10783.69554;2760.765234;5274.910476;2163.751427;6420.987063;1841.357477;1647.952461;9913.388046;17306.8287;5412.234767;5454.31291;11669.93441;9333.646245;3376.842216;8031.22222;595.7828745;3862.576523;7502.773148;1490.132206;2782.659513;2553.134313;1444.784992;8786.874169;6537.879852;1102.909851;10314.84141
Copenhagen;4066.686363;4035.060862;1243.858952;5061.669069;757.5707185;2423.018461;2137.108545;1486.404158;2283.765772;11181.99192;18111.70415;6422.971528;3475.178784;6697.66834;7306.761187;2044.930971;3818.241708;3592.985907;894.5062812;7300.957877;6801.412387;2079.125342;1491.230585;5452.832952;6709.324649;7158.713888;2180.342249;1177.894153;7551.205121;1815.432777;4710.617782;507.3470093;5411.609595;10381.37283;3482.851024;5569.806548;6145.757719;1270.737605;2017.184775;1477.963315;9312.340735;6577.941432;4842.426458;14978.21449;4959.070342;6468.628145;5641.315992;5340.884003;4625.768947;1337.793079;0;894.5062812;2481.840155;6205.603122;13921.99286;4715.167813;5936.129305;4735.998977;2295.363298;4967.657776;4245.371211;18409.97737;9652.796726;6830.407562;3660.02698;6360.620113;9896.722577;9535.424797;7752.579164;3152.637646;16630.59103;5051.086692;10999.74499;1948.832879;5000.289604;3005.856104;5749.163659;2107.897747;2031.126016;11245.95342;16764.37628;5897.223391;6791.881207;10979.12664;9271.763213;3452.541954;8907.526024;1801.165929;5027.894806;7941.589986;273.5233521;4120.225547;3720.685759;1181.874901;10122.06016;7849.91943;683.0082308;10038.76134
Dakar;3570.340897;3386.827552;1560.373187;4174.500947;1512.503226;2897.524721;1760.878997;1535.806654;2798.521707;10305.24;17255.51709;5625.168826;2664.474216;6090.803463;6463.069795;2706.890826;3081.080103;3072.430775;921.7407508;7597.655774;6914.92645;1227.364652;674.1204068;4850.171925;5938.411546;7500.918219;2548.490446;1796.427829;7181.243967;2667.867619;4908.092497;1235.358936;5183.657487;9495.614951;2669.430127;4787.388177;5395.60175;2163.342821;1160.970105;587.5439344;8429.737789;5704.842876;3949.269022;14780.58799;4599.806677;5704.08378;4839.396373;4811.70425;3738.303196;673.0330799;894.5062812;0;1843.552518;6232.924366;13311.6507;3862.555063;5042.412246;4008.514819;1805.144627;4681.27305;3980.955592;18301.94136;8823.890976;6429.722262;3764.448735;6336.229139;9515.593578;8681.972971;7214.488581;2260.895851;16318.59856;4937.520166;10477.18275;2090.103241;4740.675735;2147.638036;5789.030118;1444.650397;1303.238413;10413.90037;16768.96771;5206.65275;6009.95528;11050.04939;8901.853572;2946.346699;8075.226245;1264.591056;4133.481514;7286.541452;1131.74545;3351.205269;3225.98247;1562.730278;9351.323006;6992.710447;1049.703209;9809.596896
Damascus;1763.264477;4120.632;3403.922887;3121.484546;3229.51415;3004.117145;3267.464584;3342.217466;3019.197439;9512.591733;15677.85818;4009.699802;1240.038181;4253.00248;4984.504814;3270.420556;1372.790894;1262.703147;2761.940147;6704.874392;5732.343398;1950.431187;1955.772582;3009.470432;4258.842653;6704.199563;2559.498233;2596.694066;5403.221062;3749.31104;4040.668042;2479.630084;3591.405623;8635.305526;2971.786437;4884.835917;3681.516356;3526.425304;1032.392656;1647.952461;7141.235267;5171.154237;3268.611812;13029.73248;2881.324962;4013.845404;3248.263614;2974.282531;3226.811002;2225.604789;2481.840155;1843.552518;0;4949.25198;11484.01408;2525.698583;4227.949544;2266.450364;3162.565615;3041.362515;2417.986949;16489.49628;8416.08501;4639.918825;2886.586762;4966.925939;7712.898973;8135.571777;5371.431387;2012.355386;14496.6895;3520.913374;8633.774589;1892.806105;3131.025485;1182.801907;4554.481359;399.1243529;577.8825039;9914.71027;15092.07329;3415.479656;5998.729173;9642.120735;7108.988594;1155.367323;6531.886599;2714.481622;3351.883905;5470.840982;2755.008171;3702.909478;4320.13528;3403.879133;9183.432834;6506.891927;2875.994782;8105.248629
Dhaka;3624.239994;9062.226379;7449.063719;6864.793494;6784.939736;4096.213465;7978.636636;7648.460606;4277.671304;11632.93239;12977.11841;5802.317664;5519.732233;4106.943396;6778.90509;4797.243085;4973.081402;3956.441689;6998.167813;2113.625346;829.8221864;6859.586767;6687.027398;3917.562135;5587.317472;2297.890747;4131.373526;5216.924251;2787.038871;5744.415414;1691.661855;5780.277277;1710.359385;10866.8679;7873.875867;9498.269287;5210.632652;6206.157558;5946.968477;6383.476831;8678.225168;9032.462403;7467.458295;8809.478616;2572.722811;5443.941549;5637.682625;3436.670384;7615.979141;6859.45654;6205.603122;6232.924366;4949.25198;0;8770.461629;6071.051386;7931.266174;4837.030294;7962.946911;2216.08268099999;2592.939865;12223.3235;11710.91978;2692.863214;2548.270278;333.6787659;4477.321901;11226.25765;3970.555611;6855.581911;10495.76081;1452.182317;6007.055664;4258.985871;2075.094125;5929.807371;457.6158582;5214.907434;5436.347055;12606.8182;10587.06148;4621.555398;10363.49703;4817.499582;3930.383216;3975.122331;7360.374535;7443.96309;7399.501119;4955.396426;6364.717931;8570.162075;9248.306918;7381.809753;12749.40019;10118.82673;6881.44793;4097.726908
Dili;9858.589968;12994.24701;14854.48529;9826.631751;14679.3064;12678.80896;14143.85206;14680.0579;12853.79952;6663.017702;4489.796394;7883.106011;10742.0262;7233.40587;7340.162615;13402.51209;10247.77446;10329.00729;14203.47533;9062.075609;8611.849167;12806.48342;13193.83173;8479.10909;7502.773148;9382.569781;12544.04459;13472.17236;6566.342756;14355.6437;10448.47315;13754.78149;8823.180893;6830.072102;12291.48937;11421.41789;7987.404709;14606.14;12234.79941;12955.67995;6203.1064;9718.702317;10453.38802;2914.141984;9065.598953;7714.718277;8645.823787;8582.929673;10799.05814;13507.27084;13921.99286;13311.6507;11484.01408;8770.461629;0;9767.631118;9580.047907;9324.695879;13872.40458;9144.466606;9849.626095;5154.420183;8495.866875;7210.190238;10980.98371;8484.18792;4344.439359;8161.807048;6176.51638;11767.06745;3335.056474;9366.494802;2980.256776;12320.19063;9151.871162;11351.04985;9173.45693;11878.29601;12008.43773;7551.724161;4440.610693;8112.683588;10746.67311;5535.038887;4948.87366;10469.7117;5801.717946;13739.79127;10204.91504;6026.285189;14185.90521;12265.23331;13789.80951;14870.36871;8981.253422;9157.101672;14357.09732;4739.014138
Djibouti;2556.882168;3881.003332;5221.947211;801.0110348;5373.882725;5483.954716;4382.774441;4958.23936;5518.952852;7022.703588;13400.22726;1886.028794;1297.458711;3192.580556;2601.539597;5795.593557;1351.980273;2447.985643;4602.720435;8149.160878;6896.016723;3057.235934;3521.120202;2388.584294;2286.595596;8264.349298;5045.091913;5097.451465;5093.525736;6233.835811;5859.828202;4866.595042;4369.119066;6137.415746;2754.724722;3539.314571;1907.786731;5915.491444;2703.802489;3353.27358;4643.891595;3029.091558;1446.370612;12057.14505;3498.739081;2102.198017;1154.246875;2769.414234;1688.008961;3827.603575;4715.167813;3862.555063;2525.698583;6071.051386;9767.631118;0;1941.467205;1251.80306;4124.13411199999;3858.304683;3663.093227;14884.96858;6135.769692;4401.978984;4901.777032;5932.897106;6964.260208;5780.912775;4403.932604;2008.373173;13083.50936;4704.24905;7339.172836;4388.552228;4001.699214;1714.920872;5825.219435;2760.965363;2748.277834;7529.124213;14068.05534;2098.752335;4293.297668;9913.974849;6484.143768;2525.698583;4218.725833;3976.997411;1336.901052;3980.632806;4976.217633;3128.077772;4509.283114;5269.581147;7034.973232;4277.737633;4854.947672;7770.435673
Dodoma;4495.088251;3426.54033;6030.853216;1160.982393;6443.266761;7229.706595;4823.564234;5650.298649;7234.902979;5334.951238;12297.7328;2596.172796;3021.071735;4461.320712;2426.56835;7420.707364;3266.4516;4380.55886;5525.78376;10034.59134;8743.291193;3913.039323;4495.088251;4067.954562;3016.549579;10170.65583;6784.801574;6612.845774;6497.130807;7666.968447;7801.185864;6225.645993;6221.014285;4485.182427;2825.289815;2202.623881;3030.003205;7205.7284;4012.031074;4458.564316;3573.818212;1103.210097;1094.927348;12309.73883;5369.774138;2987.950547;2376.590639;4521.316395;1356.506471;4743.209573;5936.129305;5042.412246;4227.949544;7931.266174;9580.047907;1941.467205;0;3107.499177;4521.316395;5742.71941;5598.89154;14231.89367;4226.734736;5918.915311;6824.745964;7761.201992;7899.052903;3912.477508;5505.939074;2785.699231;12844.52352;6612.19561;7798.164199;6117.444042;5888.027206;3131.602378;7720.16256;4349.590529;4260.264103;5688.438048;14008.57611;3507.066113;2533.23452;11249.18138;7553.47525;4449.187552;3793.24097;4626.614989;917.0196329;4739.975251;6158.332771;2685.22382;4215.408832;6110.60958;5097.451465;2342.944856;5845.908963;8905.830871
Doha;1478.689255;4935.988324;5531.234189;2031.315292;5471.655449;4862.448528;5001.453762;5369.891131;4938.350019;7794.988148;13411.42898;1794.06659;1451.987349;2240.594145;2858.225074;5319.037483;927.4393377;1570.667077;4880.829471;6930.81966;5657.855374;3573.937466;3882.020623;1196.737479;1998.052893;7063.162718;4454.526073;4790.986962;3953.68138;5945.275026;4776.574089;4743.089926;3129.069907;6907.604428;3729.765182;4782.845435;1415.21883;5783.363382;2910.468369;3632.220535;5097.337189;4210.566848;2692.731911;11273.01336;2266.450364;1751.110863;1117.628246;1527.549271;2908.752939;4193.439157;4735.998977;4008.514819;2266.450364;4837.030294;9324.695879;1251.80306;3107.499177;0;4791.636405;2636.114776;2538.501705;14461.55273;7171.523505;3225.958128;3944.046395;4688.013841;6003.312327;6766.523789;3463.37899;2791.707487;12518.2816;3506.21324;6623.990983;3855.241128;2781.20547;2089.19198;4613.001916;2628.272084;2718.835848;8448.77824;13351.54033;1219.612796;5536.195373;8732.750597;5469.732993;1696.392127;4314.021691;4509.135433;2588.288374;3309.371914;5009.476769;4230.870179;5469.732993;5551.947302;8128.673726;5386.510828;5057.844343;6692.86248
Dublin;4889.643291;1782.892082;1663.942404;4060.949447;2352.601418;4651.268905;303.346247;1218.957141;4532.544186;9304.254622;16535.82732;6008.297542;3346.527721;7030.16713;6552.475506;4339.114525;3951.181146;4400.582667;1449.277039;9402.29722;8679.272704;1256.955079;1275.951523;5877.402092;6409.251501;9305.286089;4333.182637;3452.625788;8503.128894;4004.98474;6706.719312;2794.043231;6744.490417;8607.038865;1697.461194;3478.753875;5981.343117;3341.346508;2135.926515;1582.134064;8095.036981;4820.531271;3508.544584;16059.28487;6040.410029;6215.404904;5268.578324;5986.460367;3186.428112;1135.004822;2295.363298;1805.144627;3162.565615;7962.946911;13872.40458;4124.13411199999;4521.316395;4791.636405;0;6201.197417;5552.422843;18707.494;7589.725053;7734.183362;5551.382578;8034.456279;10740.07758;7564.80381599999;8244.704609;2115.770957;17203.35894;6601.285721;11398.99488;3895.003587;6285.752846;2708.080187;7530.643597;2817.948114;2602.135261;9166.188503;18143.13069;5992.11188;4664.221781;12755.34058;10165.26287;4308.63938;8140.054196;540.5747494;3749.793245;8042.253642;2352.601418;2079.313318;1438.308808;1767.403811;7927.187805;5940.977296;1779.620085;11244.69503
Dushanbe;1450.790328;7017.790359;6147.192528;4654.998925;5684.726249;3656.589165;6289.684177;6211.696662;3812.669963;9991.570127;13634.18415;3847.020208;3361.794544;2576.602651;4922.884018;4348.021684;2781.740425;1862.38525;5570.84322;4295.355174;3044.54824;4987.737441;4964.636528;1878.527783;3742.979168;4429.40912;3434.398763;4329.803742;2601.592708;5260.474004;2383.311582;4682.280628;567.4143495;9143.168222;5794.366876;7295.002092;3251.209439;5462.117869;4073.375225;4651.157676;7057.708546;6845.929101;5252.015184;10101.09171;383.7948502;3547.650798;3528.643273;1391.966471;5407.606494;5203.398142;4967.657776;4681.27305;3041.362515;2216.08268099999;9144.466606;3858.304683;5742.71941;2636.114776;6201.197417;0;722.9564537;13631.52113;9700.545599;1936.807269;2061.876038;2108.474466;4936.267765;9253.972891;3132.063968;4763.315503;11688.54574;897.4095684;6164.250546;3180.580409;145.6651036;3840.324685;1977.624041;3386.524681;3599.783756;10818.47956;12107.22486;2656.819911;8148.573379;6623.247171;4309.767705;1922.780414;5894.991531;5735.17695;5183.922323;3789.576684;5197.630639;6452.398685;7326.109028;6111.80619;10700.03449;7991.209198;5566.030836;5128.365933
Fort-de-France;1107.264505;6488.415292;5430.064344;4461.73162;4961.82161;3031.337271;5623.673135;5505.572306;3176.380167;10209.45708;14338.4235;4025.462845;2939.468466;3063.147237;5133.57928;3698.098564;2432.313653;1366.93947;4861.057873;4548.257726;3410.276238;4366.482276;4298.150233;2115.604152;4004.145191;4628.491721;2769.749732;3622.592674;3321.854484;4587.023267;2239.825535;3960.602441;1204.18395;9336.907391;5286.751243;6941.77322;3454.08392;4757.128416;3446.049691;3984.773201;7341.677223;6692.015725;4971.982551;10808.13813;813.8879748;3783.09583;3568.888169;1693.693037;5081.405327;4524.029567;4245.371211;3980.955592;2417.986949;2592.939865;9849.626095;3663.093227;5598.89154;2538.501705;5552.422843;722.9564537;0;14339.76577;9709.579924;2639.994857;1575.8316;2568.692981;5658.979967;9298.06413;3773.726065;4264.484622;12406.31139;1140.767924;6870.038148;2470.632691;761.7870027;3337.822829;2251.600629;2735.982078;2954.41858;10948.44808;12795.83746;2891.882638;7886.980314;7224.888493;5032.556815;1382.391253;6272.129866;5070.492057;4939.839816;4332.443118;4474.699772;5977.649321;6736.108319;5392.912079;10663.46962;7913.487524;4847.991228;5834.217079
Funafuti;14740.13778;17010.28905;19566.15586;14808.04813;18746.4527;16023.27789;19002.61194;19830.0495;16176.13238;9417.374397;2215.865381;13015.18115;15893.6793;12291.06724;12342.87444;16506.09049;15373.70023;15240.20857;19199.76366;11128.24289;11611.00793;17942.19665;18343.33584;13515.67921;12649.68204;11285.05393;16234.77907;17279.76989;11120.90941;17063.48115;13699.36034;17932.9741;13142.44555;10102.70703;17035.3314;15255.72476;13141.81417;17758.26322;17363.47628;18084.07537;10663.88469;13887.98371;15279.66319;3531.629069;13703.12589;12866.22789;13788.89525;13515.99581;15583.27663;18654.92126;18409.97737;18301.94136;16489.49628;12223.3235;5154.420183;14884.96858;14231.89367;14461.55273;18707.494;13631.52113;14339.76577;0;11167.51082;11873.78485;14761.07932;12083.48218;8789.01169;11166.21352;11132.18503;16832.79549;1992.807153;13436.19472;7880.020416;16480.38107;13578.1295;16505.41226;12677.91173;16886.33154;17057.33824;9608.247538;1646.024516;13242.68722;14096.28245;7433.652803;9401.144087;15362.43518;10728.84002;18834.27948;15047.32182;11152.19078;18507.74347;16631.35552;17564.98958;19456.9247;10905.93313;12773.64664;19092.85689;8505.56482
Gaborone;8635.354859;5842.995507;9247.766199;5383.690895;9920.679954;11383.22152;7857.888255;8795.234633;11363.78641;1913.164129;8954.916065;5912.165879;7239.426747;7656.99413;4948.770716;11457.79727;7481.994377;8582.607685;8972.641878;13776.80809;12429.76073;7596.697256;8170.678008;7844.830245;6129.223003;14002.86594;10941.79758;10577.55949;9456.507892;11468.14273;11948.0027;10058.77198;10079.2888;1708.555714;6170.015901;4117.793645;6507.779495;10867.44032;8008.93336;8253.19228;3472.531141;3247.259556;5150.631089;11286.57248;9316.845957;6266.992799;6176.114044;8336.673989;5236.067795;8320.162576;9652.796726;8823.890976;8416.08501;11710.91978;8495.866875;6135.769692;4226.734736;7171.523505;7589.725053;9700.545599;9709.579924;11167.51082;0;9181.359095;11037.53065;11460.53355;9623.346548;528.9131786;8182.144499;6673.575318;10755.38516;10597.92561;8597.634889;10279.53996;9843.752735;7264.488668;11620.64244;8482.851001;8357.33834;1593.264088;11877.54757;7102.790136;2929.179429;13043.42087;9638.345959;8661.136951;4815.822751;7953.417807;5066.903166;7139.966025;9806.528497;5558.720735;6469.996942;9353.844704;1057.546563;1909.408109;9318.151383;10795.41931
George Town;2876.694481;8149.708858;7957.477161;5079.921975;7567.233605;5564.838364;7879.190843;7961.291807;5727.38508;8943.211261;11699.77016;3432.085538;4497.295487;1545.192789;4247.172788;6269.049523;3859.02892;3377.631787;7346.155067;4614.109611;3284.393001;6478.015252;6590.735959;2030.456428;3113.321957;4872.470624;5365.712133;6262.082186;768.9463536;7192.435091;3828.359279;6584.12424;1703.416275;8194.055395;6927.775715;7907.643434;2906.858482;7395.994913;5621.588205;6286.392513;5998.729173;6950.929416;5830.228709;8390.214749;1873.91254;3035.59682;3553.13675;1773.759073;6089.888932;6865.513159;6830.407562;6429.722262;4639.918825;2692.863214;7210.190238;4401.978984;5918.915311;3225.958128;7734.183362;1936.807269;2639.994857;11873.78485;9181.359095;0;3905.606128;2384.180705;3086.43772;8671.833538;1339.052256;5940.585669;9890.516812;2351.58554;4230.208793;5110.520624;1956.348756;5101.914872;2804.964385;5027.808097;5217.59553;9937.657923;10461.70445;2415.922854;8451.502013;5514.529695;2472.865034;3492.902682;4668.951485;7334.081809;5676.992942;2266.791636;7073.875315;7456.314166;8631.579212;7934.823797;10238.12237;7807.95528;7387.368748;3528.428738
