;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Moskva;2415.477851;5317.045108;3309.327901;4783.734621;2742.960932;1341.887015;3859.201142;3480.395253;1378.913738;11162.52062;16575.72838;5378.774545;2893.36261;5068.021941;1733.303343;2854.427317;2069.23428;2828.806111;5520.170598;4823.317312;2993.047778;2649.129636;3888.027836;5534.756819;5445.379913;901.6027568;1389.198528;5570.147256;2457.711512;2815.317089;1724.925441;3367.778514;4337.720863;6398.299278;4935.904859;2521.651239;2228.465471;2381.345345;8661.136951;6832.900232;4929.384468;12905.80985;3029.11604;5286.823144;4681.995967;3636.11217;4863.481194;2758.161244;2072.883799;2098.463548;1670.68877;4169.748591;12094.43616;4143.505023;5898.394613;3586.937029;3891.766779;2968.717003;2251.600629;16387.12523;10079.99479;4889.553244;1666.425795;4303.667571;7897.474249;9805.974573;5960.734435;3522.367895;14560.76105;2978.627994;9117.363384;270.8370289;2981.119543;2818.542885;3718.226791;1616.805963;1777.31588;14756.36088;4518.949195;7565.941793;7270.734381;1926.055921;7882.61425;3353.910604;5020.686451;6362.391914;2271.965951;5081.083585;5282.866439;3253.374738;10818.37254;8170.678008;2730.474698;7972.57474;3769.221884;2268.506126;6129.223003;10373.43005;6410.794304;4087.027386;6591.291079;11465.63176;7080.117356;1966.647689;7033.575861;6270.102091;1070.201746;4846.650022;3908.928099;10725.09477;9473.211826;0;6896.77115;5899.559609;4471.310882;3435.853165;3688.620569;3911.726381;14372.58038;14370.81925;4117.154985;3185.804529;2207.514657;3911.286416;4743.089926;14591.02047;7592.691073;6484.407584;14106.05789;1457.823921;2662.365635;5774.284627;13410.19256;2900.015939;3999.222566;4978.629307;4975.772253;9939.049402;9147.466867;7850.530401;4183.29325;1296.987368;855.9375088;3121.941477;2049.159464;1481.864597;10435.85485;3464.491895;3180.510776;2087.910562;4226.625759;8372.732101;3248.425886;4890.755797;1595.364293;7562.296738;5140.342036;1099.710581;3764.05717;9706.18206;3284.393001;14275.59706;2819.702541;10565.18114;4043.826745;602.3703655;6566.955835;1114.79703;4726.479817;3436.553754;5370.517056;1865.556766;2090.939292;4918.37704;1926.629711;4177.493607;4528.02938;1264.7947;3868.341224;14929.94622;15125.32146;5425.150531;9123.491537;2448.863011;4532.918458;2019.771671;3950.222529;1736.650923
Nairobi;5367.530756;4017.987668;6920.674906;2124.665624;7385.168942;8231.268791;5648.201114;6518.772952;8239.152577;4329.847778;11363.18089;2978.013158;4010.113324;4881.572563;8427.509776;4207.106357;5303.692204;6451.13743;10764.43844;9438.00027;4860.650337;5449.020859;4734.605608;3328.097094;10932.8469299999;7786.432314;7616.13907;6895.128164;8659.860876;8685.439137;7216.060228;6955.203715;3658.436269;2441.035894;3518.097466;8180.823484;5011.594222;5432.734494;2833.537253;754.7130336;2075.797298;11853.83436;6137.134485;3376.509937;3013.302556;5214.468164;2288.397034;5681.980042;6910.089216;6019.271797;5227.633999;8650.967742;9009.924185;2857.882629;1006.895005;3921.481106;5345.123426;6518.539421;6455.561472;13377.13746;3278.999381;6409.610645;7759.023513;8448.333518;7961.959879;2930.335211;5771.71956;3758.389946;12162.59625;7407.827142;7603.343926;7119.184629;6664.008038;4138.496031;8486.18783;5355.962882;5267.05356;13356.76166;4071.394612;2238.455559;7708.223254;5383.56947;3386.727945;5512.138085;1919.206654;4871.966559;7124.093193;3361.04897;4814.193707;7006.77263;4207.992145;1472.896726;6780.035185;9053.185557;5882.977329;7455.007882;4471.859121;3544.287096;6061.288176;3374.748047;10803.17506;4572.25469;961.0585696;6434.174695;541.9052884;8015.280562;7724.01898;2332.697515;4822.296372;4083.880764;2645.846888;6896.77115;0;5126.625974;3856.348716;7384.73919;6116.737903;3021.176183;13364.53177;14512.16357;3426.311552;6544.701295;8377.009247;6454.635654;5236.368609;13782.75578;13571.44955;5074.292247;11046.98069;7682.300212;8164.326255;9107.464094;11255.62663;7354.922454;5784.674061;3439.998572;2549.731884;3095.765264;10196.81085;4487.732393;3426.311552;7870.924541;6533.191167;5751.830691;8221.893628;7290.677974;12393.68188;9195.417664;5957.259287;8323.644259;8380.726123;3617.258365;6311.368757;4461.053124;7870.193529;10973.6589;2591.091531;7020.479992;6032.781734;3384.358926;4560.823095;15122.63725;4530.467149;15433.04535;5470.319189;6723.54937;6113.75835;6954.362833;7781.001824;4314.833564;4105.668856;7684.88837;7877.159686;4067.954562;8170.990452;3903.398336;10276.98706;6224.532453;3721.580514;8035.703207;13928.14191;4374.705914;2749.273105;7953.887896;9170.762682;7845.969289;3129.320353;7732.295793
Nassau;3528.651116;7751.908814;8508.067717;4341.743421;8318.479712;6846.637088;8054.184676;8390.426335;6987.520004;7223.872748;10721.98152;2290.223305;4504.869865;864.153422;7497.268113;3939.885818;3976.50544;7859.029528;6283.944053;4978.629307;6626.781754;6911.332714;2110.013226;1862.322214;6559.284642;6561.594788;7279.526976;1876.446087;8342.994461;5456.859501;7441.073942;3240.408239;6631.812335;7047.939156;1994.391187;8393.316163;5924.085584;6644.336544;4294.003729;5775.049409;5127.275316;8236.332688;3010.813463;1916.349157;2769.905014;2266.396968;5448.844656;7218.558772;7561.233513;6952.146189;5116.141666;4416.301062;6369.37448;3881.003332;4878.866721;3053.038246;7840.001317;3251.209439;3816.77556;11439.7908;7580.924493;1723.648274;5312.316992;4105.220653;3102.243965;7059.521099;645.434046;5789.291321;9474.644409;3913.525439;3572.660049;6155.794066;3330.435987;5142.180443;4516.590788;5512.042353;5650.877979;10304.5497;1849.308907;7320.446997;2685.781519;4120.632;2949.662043;7560.333645;4919.016304;556.1312765;7829.011832;6983.984252;8389.100353;8514.836117;8636.33268;6404.235438;7991.829674;4031.921088;8163.961175;7974.411777;711.8423903;6669.702063;1002.594023;3027.456504;5869.762481;8072.818348;6051.135557;4050.685662;5657.005802;2906.858482;6943.270155;3567.64983;7407.821211;6442.658117;6093.576419;5899.559609;5126.625974;0;6960.418358;3559.24017;8272.719122;4880.083836;10066.79841;10871.36749;2919.216315;3090.335214;8104.294226;2456.159816;8364.865645;10483.27905;8981.28171;598.8667843;8630.222903;5412.663541;8515.018181;4186.323275;8229.581432;3925.067838;8258.869877;6977.553923;6002.685795;7321.013751;5314.109711;2227.254238;6193.679775;7174.815838;5054.351841;2808.774136;7948.17877;4990.388695;7504.574981;5596.662386;2810.117741;7982.419954;4074.531177;3313.635229;2904.682494;7836.51811;7494.807666;5868.730268;6233.98561;6851.178278;8268.440178;5333.490309;6585.321721;11281.55742;6000.436341;10307.45532;1879.679479;5327.357638;1108.019343;5027.540687;3152.313183;6458.043699;7862.502212;7716.115956;7954.949069;7514.698669;7824.290568;6743.033487;6281.091018;6398.074258;6204.037188;10455.268;10925.87881;886.4185664;7676.938965;8283.043663;4817.080851;7885.957216;3679.23011;7612.927955
N'Djamena;4628.68022;951.1762864;3122.503336;2797.631807;3717.803861;5531.424633;1794.901362;2694.395803;5452.722501;7857.112144;15093.67217;4885.665571;2767.38622;6234.99499;5393.745922;3402.478996;4208.578504;2763.233444;9875.583777;8912.880397;1507.224659;2012.967759;5236.839699;5317.331702;9852.284003;5140.017019;4483.321023;7989.469969;5262.383028;7178.322333;3894.09717;6634.326679;328.6083035;2116.196771;4989.462153;4650.996951;2271.794051;2176.545975;6632.081145;3330.255424;2129.973494;15110.64431;5814.109418;5159.763807;4224.4264;5474.12896;1784.902497;2115.865217;3453.612074;2686.907469;3186.298338;8117.526878;12583.31389;3083.092639;3068.757842;4051.290947;1493.075059;6066.982763;5539.266775;17217.67212;6216.444999;7241.219677;6001.529218;8107.820435;10023.02845;6142.558248;7460.732754;1317.131652;15894.57153;6672.346558;10400.05182;4566.91603;6181.328801;2227.838987;7735.024433;2985.394553;2775.432035;17019.6329;5143.559435;3338.583653;9512.326576;4165.424691;6786.65637;1750.070403;2378.526012;7056.488434;3592.592131;667.3575318;1430.338869;3218.875265;6674.284762;4487.208852;3108.836534;10742.21546;2033.371404;3935.104181;6620.36476;7136.71569;7929.130711;3941.279761;10706.04857;7737.998566;3425.986485;5329.111961;3631.060286;9114.93161;4817.653773;3539.433277;988.8143433;7817.109215;6312.801159;4471.310882;3856.348716;6960.418358;0;6952.933353;2271.794051;2080.902462;16897.73286;17830.33575;4050.637092;6229.864907;5017.570435;6642.325894;1516.650785;17337.7526;12050.81591;7274.779189;14798.07385;5823.22711;4584.49042;9406.750089;14812.30565;6589.411457;1928.50373;556.1312765;1334.615861;6170.457282;12095.68322;7580.895319;766.7409499;4866.280281;4661.158359;5560.697605;4897.189348;5639.82808;14078.42635;7830.415973;5774.056751;5008.281924;8022.647036;7160.339159;6098.496591;876.2703239;4685.551866;11468.31387;1265.472454;3987.182611;2182.658094;7235.268881;1192.155024;18203.60929;1708.554843;15036.22114;5987.267842;4680.719266;8055.462985;5189.270256;8015.664969;1040.370278;1042.599231;4338.820335;4464.316402;592.5882306;4893.955233;311.7098234;8950.952155;3302.672986;832.6230643;11071.99622;17648.83029;6084.155339;5015.137606;4417.757665;8598.725184;4457.644318;3284.931667;4450.005989
New Delhi;2370.15677;7903.846719;6729.721364;5573.833453;6174.00134;3793.855425;7035.161587;6851.939245;3968.484501;10624.82602;13323.82433;4601.28876;4280.513546;3063.037018;4517.208156;3710.512704;2747.311244;6199.499748;3391.598849;2116.097231;5798.991168;5712.78367;2667.496181;4432.633849;3548.11534;3680.533296;4695.601999;2371.358199;5471.727402;1904.818895;5151.667635;430.2192667;6690.080979;8227.171885;4003.149357;5791.994214;4878.374065;5400.465254;7659.984423;7746.545985;6182.399632;9483.232053;1281.844918;4265.100458;4374.544338;2178.232769;6339.920365;5925.625972;5504.80986;5352.143968;3851.149672;1290.966474;8885.315039;4780.485881;6644.326484;3546.433651;6975.591651;932.3150577;1433.181918;13001.29062;10507.12038;1930.294404;2095.940396;1178.511807;4558.216428;10040.29801;3264.901949;5661.247243;11126.09431;482.1574895;5943.187133;3596.838461;796.5500391;4734.475596;1113.564856;4164.025107;4383.61594;11416.95446;3406.067378;9073.425524;3941.541848;2787.878001;6409.857059;6484.414211;6110.331569;4115.371446;5707.703974;7362.307977;8168.761614;6680.335474;11528.52061;8856.408806;6146.506939;4536.860967;7008.280559;5683.971301;4135.928273;9972.419498;3567.162941;4044.455329;3805.708827;11365.93437;8053.537928;1684.93634;7788.31427;2849.960922;4202.965528;5087.877618;6799.799497;9894.121414;9241.482738;3435.853165;7384.73919;3559.24017;6952.933353;0;6982.907276;5329.111961;11051.35958;11295.88232;3978.150986;848.6471744;5314.524706;1128.060047;7783.361803;11333.02222;6186.726131;4120.520453;10710.36789;2274.353817;5958.055103;2491.216454;9980.06532;548.2673803;7210.004797;7292.659937;6745.872639;10272.71767;5732.693104;5784.715396;6342.391407;4410.869802;2701.712269;1652.464158;5199.09538;2006.529537;7263.819676;2071.331163;1435.632181;5187.677995;1095.524169;6824.358843;1074.6615;7659.6126;4818.860029;4517.73536;6985.521238;4533.280834;7038.610589;8759.603111;5970.150838;11387.76457;5322.148997;8540.469766;2044.033795;2870.032459;3702.048256;2321.056196;1290.627808;6000.822816;7991.829674;5211.209324;5403.147187;7526.139849;5068.970756;6645.210768;2961.826399;4528.508157;6141.159388;14014.50817;11871.81949;3651.292819;10125.62101;5780.17238;1819.87794;5332.975671;4468.090593;5050.847573
Niamey;5091.327654;2503.811532;909.9429916;4736.851885;1670.87517;4229.441401;488.4252519;455.4081276;4090.154412;10077.36146;17296.0047699999;6591.881329;3777.880731;7434.420718;3818.358765;4334.354689;4590.644449;913.8841237;9093.274823;8509.527953;1671.689994;1384.930335;6231.913944;6972.073596;8960.350973;3968.56779;2982.450046;8731.037904;3360.249238;6457.092975;2312.015429;6804.293107;2460.181942;4242.606349;6503.000989;2674.777014;2374.84684;1682.770713;8844.605995;5601.022546;4236.053303;16357.63147;6181.936201;6763.590947;5828.486894;6274.515986;3925.735758;1102.484093;1806.74723;1632.297379;3328.063657;7851.211586;14473.9366;4709.979446;5272.735523;5226.433613;781.2223456;6289.918943;5600.138319;19488.70982;8341.223046;7967.937007;5348.186761;7963.85963;11035.07183;8332.082766;8620.29869;2728.588937;17744.54344;6569.79506;11844.96197;3635.357157;6356.280285;3149.106297;7403.126343;2943.097892;2750.341543;18395.9738;6444.764271;5412.158067;10435.41412;4478.976978;8822.779131;734.1551633;4471.832261;8527.388241;1785.884456;2858.446702;2004.834906;1018.769163;8633.159858;6717.95863;1174.172772;11410.49056;243.8795436;2072.068618;8134.760628;9380.648521;9114.714568;5365.85461;10259.52389;9858.050826;5685.715343;5321.658714;5902.610189;9670.939926;3475.817201;5356.354927;1294.455849;10081.33096;8575.165807;3688.620569;6116.737903;8272.719122;2271.794051;6982.907276;0;3759.575056;18034.04037;17951.85501;5463.181678;6498.22213;3181.190539;7119.558264;1338.726933;18279.64033;10616.62637;8724.334708;16790.85339;5135.91517;2558.203872;9423.896964;16502.29158;6486.034536;444.9050212;2758.261668;3569.863356;8329.545749;12690.58166;9431.505262;2747.429485;3415.941236;4292.874003;6076.578762;3112.944298;5154.200496;14124.41436;7085.525408;6237.778084;3218.143405;7883.759618;9242.073867;6461.806669;1936.892897;3085.571357;11249.74517;3532.572932;2736.569476;111.2262553;9500.47841;1806.018916;17646.88564;2291.626916;13608.90319;6802.183848;4165.422516;9263.491736;4740.466001;8242.96331;2010.211248;2483.501831;2623.646102;2647.635915;2238.473412;3159.985765;2218.090381;8048.46209;2470.213579;2517.253709;12984.2254;18812.09155;7482.203725;7074.226952;2460.570195;8221.238877;2670.868654;4786.761448;2787.914454
Nicosia;2970.71845;2919.216315;4347.77681;1047.448712;4605.855056;5230.480511;3403.920813;4044.153316;5228.345792;7347.19034;14138.78626;2879.17122;1136.326941;4159.983752;5406.52722;1621.472626;2691.179282;3760.224822;8588.823931;7423.41522;2152.824776;2676.994414;3227.581842;3291.797748;8654.974683;4786.101684;4607.56999;5981.834066;5685.692206;6088.022692;4256.950071;4949.300561;1752.410641;2904.677925;2919.216315;5271.016503;2028.553966;2567.509437;5304.847652;2925.227434;1025.183147;13070.49283;4078.5454;3113.680215;2166.932368;3531.978927;1047.448712;2966.867688;4017.306443;3128.284523;2246.202375;6594.551821;10740.02487;1013.350982;2014.288161;2031.140012;3135.023358;4398.317535;4041.741184;15807.11096;6170.015901;5257.04602;5008.529569;6506.739193;7945.995848;5898.491878;5382.965226;1031.186471;14068.34439;5161.70547;8352.513601;4119.702032;4532.594168;1117.423324;6287.527379;2338.036585;2246.202375;15075.7878;3066.079393;3875.326683;7446.571447;2714.720088;5080.809636;3034.4677;1112.262553;4993.412635;4259.970153;2200.057015;3510.859416;4407.104351;6951.098685;4260.731093;4044.455329;8705.180495;3579.629914;4568.056022;4563.219667;6558.770704;5848.890711;1861.912406;9128.440771;7563.931661;3183.283051;3913.257009;3122.071277;7136.754676;4703.049311;1597.100516;2633.687804;7038.06218;5656.071334;3911.726381;3021.176183;4880.083836;2080.902462;5329.111961;3759.575056;0;14890.17066;15751.40658;1971.409771;4518.330421;5398.021539;4786.761448;3515.68207;15321.29922;11175.07622;5209.253077;13043.12478;4888.352831;5282.91898;7639.73465;12889.38518;5087.601039;3597.048256;2166.932368;1418.902075;6027.426925;10053.581;5685.874813;1314.364993;4850.526773;3676.926848;3759.575056;5237.263639;4561.010866;12118.15033;6690.312727;3985.043769;5334.929492;6424.347424;5518.857534;4341.232782;2956.641679;4865.029661;9721.855396;1662.341217;4008.959675;3715.10753;6172.817892;1955.805014;16142.13151;1644.090069;13848.47979;4014.412948;3822.524907;5974.636712;4160.377834;6211.109076;1752.011265;3027.456504;4718.577442;4927.053789;2645.31064;5176.865625;1869.036414;7838.231818;3215.352395;1349.558294;11042.53561;15713.68671;4006.184498;5280.946648;5055.34142;7114.513329;4888.352831;1204.845267;4747.974522
Noumea;13010.43349;17372.15617;17584.0365;14100.15804;16803.52217;14007.5842;18026.53087;17846.53543;14167.29095;10178.80233;3697.746554;12028.02358;14535.35549;10859.50577;14542.03789;13923.71319;13506.25755;17200.20604;9114.416193;9574.754302;16617.44248;16715.6594299999;11997.07231;11604.25843;9288.175923;14199.93322;15258.83505;9380.036053;15238.90074;11661.15894;15900.36666;11236.13673;16583.39775;15715.63857;11978.9427;15915.39087;15767.79831;16403.73515;10534.11204;14045.51859;14786.21871;1830.539028;11885.40052;11776.72122;12723.31447;11888.05797;15136.90564;16961.64924;16371.74302;16402.00492;14762.95698;10202.83516;4379.779832;13877.39993;13958.06061;13100.04283;17872.5448;11758.31557;12440.06294;2038.258652;12077.93562;10148.51068;12730.01108;10078.60236;7132.593302;11919.74111;9638.631163;15851.65617;1325.212776;11464.95019;6540.286117;14450.43459;11687.16878;15171.88738;10654.8298;15132.85951;15337.68121;394.7535012;11915.52688;14827.74146;7708.223254;13607.81582;10170.13589;17476.65502;14538.11112;9903.997242;16482.76421;16641.85769;18169.05468;17495.878;12111.2953;13275.46381;17054.70507;6657.708821;18046.4875;16292.60086;10329.44909;10727.50624;9150.039479;13082.51872;7866.671815;10674.86484;14079.93873;12716.29133;13742.77789;8392.666771;14730.08937;13365.09795;17474.16711;9922.863999;11365.56014;14372.58038;13364.53177;10066.79841;16897.73286;11051.35958;18034.04037;14890.17066;0;1163.463251;12976.27174;11552.97561;15324.93518;10954.46719;18402.05612;440.8323319;8044.027298;9691.276863;2390.116641;12944.05856;16080.3505;8614.478607;2124.40689;11548.57375;18221.77605;16691.7262;15645.88409;12006.405;5356.169902;9321.341259;16162.11293;14836.93112;13742.11701;12018.28675;15335.9301;12896.21439;3966.332176;11054.80808;11844.71651;15248.6982;10157.84311;9834.455912;11601.66859;17723.86673;15222.46033;6838.997691;15797.56107;15383.97857;18088.62299;10177.67061;16633.99801;1789.249416;16008.05731;5281.215625;11355.51115;13875.66318;9010.224483;13301.77405;9794.839974;16522.93862;17465.62232;15708.48886;15768.48339;17333.50767;15251.90296;16746.26406;10174.76373;15567.69154;16239.18492;8117.87225;874.8905137;10915.68196;13374.94406;16069.46593;9853.963466;15722.87357;13720.39373;15527.78397
Nuku'alofa;13467.68645;18483.55857;17174.16037;15078.34138;16354.55813;13724.95722;18225.82459;17575.52573;13862.2842;11278.60982;4457.644318;12964.23752;15191.42732;11609.59829;14140.77776;14555.27435;13939.52827;17040.34669;8886.534727;9569.292677;17088.44751;16972.08873;12657.68815;12527.52625;9005.114396;14000.27504;14969.49478;9935.963866;14674.32984;11561.48637;15640.08099;11547.5372;17501.90508;16878.88906;12841.2486;15369.729;16170.44761;16668.58696;11687.00359;15202.95793;15808.66674;2769.142469;12291.64139;12677.26095;13607.98463;12471.6141;16159.62436;17125.90698;16146.04701;16468.63726;15138.60854;10285.38282;5507.182298;14747.24402;15058.37832;13821.61317;18247.46231;12101.19337;12726.16711;2392.222764;13158.24437;10698.84;12706.21613;10219.1855;7823.59922;13033.46584;10381.48193;16611.98425;2460.181942;11657.30707;7446.571447;14385.74316;12008.11322;15800.53597;10716.86071;15459.68393;15679.49317;1285.049144;12696.30894;15968.50296;8352.513601;14017.2056;11265.54341;17719.5916399999;15564.68997;10777.06048;16172.01001;17715.30405;19244.82994;17066.02765;13096.15368;14430.89523;16784.66225;7171.294444;18100.29544;15903.57097;11215.03782;11856.49275;9908.203723;13894.79371;7783.300425;11712.80529;15242.59131;12979.85476;14901.56945;8856.168381;14480.58871;14316.44941;18079.96524;11061.30162;12517.3198;14370.81925;14512.16357;10871.36749;17830.33575;11295.88232;17951.85501;15751.40658;1163.463251;0;13785.73096;11912.49016;14821.26578;11398.48221;19079.11973;795.6676694;7382.72886;10558.02435;3548.554421;12913.21435;15510.94233;8805.696592;3256.732313;11742.50876;18343.05112;17747.09913;16694.69088;13104.5198;5821.594434;10357.78466;17064.08428;14536.03006;13887.22017;12487.20238;14872.06273;12957.01887;4032.361264;10919.94157;12290.61123;14771.01292;10302.77317;10950.69972;12002.69317;18706.36096;14869.57816;6853.10479;16871.54078;15242.55865;18051.72989;11340.48767;17217.43869;626.0686575;16556.02425;4450.337886;11944.80372;13964.28194;9779.551758;13394.75149;10111.46102;17183.4193;18585.76407;15337.81646;15333.79044;18358.12975;14814.31827;17609.10571;9921.113784;15632.09262;17060.52435;8911.823357;1001.036298;11746.36394;14460.9928;15564.05695;9870.185472;15304.06215;14549.55838;15169.6675
Nuuk;2026.504003;4880.083836;5851.287094;1689.997494;5862.333855;5406.372192;5191.842179;5650.194515;5477.752653;7239.378496;12981.63302;1295.360704;1719.411175;2190.3902;5845.13426;1341.983333;2123.545615;5206.65275;7369.589085;6070.117611;3792.118197;4166.273636;1420.997907;1568.96248;7519.617904;4993.56453;5282.91898;4083.145855;6439.522135;5302.811491;5191.28862;3552.088694;3722.534541;4511.070542;1042.599231;6240.714985;3232.482926;3942.800104;4552.163076;3772.286162;2427.812763;11146.47212;2714.720088;1334.615861;566.951833;1852.13528;2693.102074;4479.88462;5144.043577;4369.941695;2714.720088;5260.985553;9030.003539;1013.350982;2673.617513;556.1312765;4957.823019;3094.347872;3063.147237;14184.41302;6650.738081;3402.478996;4495.627962;5087.601039;5974.636712;6234.924167;3411.590039;2875.4356;12289.00736;3981.588229;6444.92657;4383.480517;3239.975848;2321.316888;5068.021941;3050.716204;3113.006446;13197.45742;1095.32274;5163.827863;5480.975717;2246.202375;3820.815114;4732.817674;2281.30909;3084.451541;5416.16096;4135.827341;5480.975717;5881.823991;7623.759009;4898.107365;5411.256864;6759.052694;5326.145135;5649.906709;2676.434673;6478.213931;3878.59444;109.5364366;7597.477782;7757.641462;4079.892284;3084.387048;3810.931627;5257.04602;5151.147791;1109.737647;4503.474163;6691.286994;5622.147433;4117.154985;3426.311552;2919.216315;4050.637092;3978.150986;5463.181678;1971.409771;12976.27174;13785.73096;0;3131.459188;6156.454065;3148.158368;5447.240833;13397.39879;10156.34817;3291.797748;11347.29481;4464.316402;6311.869483;5975.861754;11064.57164;3928.707371;5394.809147;4115.281556;3219.714091;6439.463006;8100.177682;4072.909922;3284.931667;5359.191732;3482.851024;2331.571907;5986.074123;4032.284073;10208.53812;5781.206442;2543.107302;6057.744366;5014.254617;4308.612479;2904.124977;4925.079331;5540.137243;8015.664969;3465.274176;4723.685058;5443.607229;5622.147433;3707.274975;14171.83524;3172.501216;12392.32016;2227.838987;3732.815269;4006.184498;3781.69268;4561.042022;3560.435017;4989.462153;5582.963237;5823.22711;4616.429501;5887.296967;3825.407252;6851.10011;4053.851813;3284.845368;11022.62421;13826.58922;2060.605247;6151.504698;6068.370934;5787.563713;5765.273939;766.7409499;5541.651339
Oranjestad;1602.315408;7179.634001;6363.387681;4727.455013;5902.825907;3852.45168;6491.258924;6424.68314;4010.892929;9923.257573;13420.64896;3812.635459;3504.992946;2449.140623;4548.846389;2910.694311;2036.670881;5784.979291;4239.424566;2960.374976;5178.10943;5167.182864;1852.797624;3682.890005;4389.870443;3639.803474;4544.467372;2384.343762;5466.467918;2467.5522;4900.182406;434.351673;5952.101495;7404.986381;3214.171668;5676.006025;4266.676707;4853.923274;6976.293129;6898.198427;5346.792079;9888.327406;441.4438033;3497.40989;3539.831695;1360.750041;5515.042492;5409.269281;5185.467013;4893.022996;3235.91785;2138.511172;8931.251488;3936.115054;5795.824339;2698.568158;6397.971476;218.0997106;941.0439152;13417.95106;9695.963985;1726.967053;2234.716683;2001.385455;4718.194598;9239.929727;2943.786428;4921.041395;11472.26713;929.6902165;5951.254318;3396.164505;241.901615;4002.026019;1941.787894;3586.797819;3798.424318;11899.73685;2616.348645;8229.382145;4091.681433;2105.576817;5787.690281;5936.705123;5268.61424;3634.548681;5415.688007;6599.498537;7505.11091;6328.532258;10706.70688;8017.304392;5782.53197;4916.789561;6493.512814;5448.616625;3573.19257;9240.685638;3335.555414;3196.555218;4611.048836;10618.40431;7205.109555;1231.236728;6942.312336;3177.761047;4106.955682;4240.990355;6168.272002;9224.642026;8477.561875;3185.804529;6544.701295;3090.335214;6229.864907;848.6471744;6498.22213;4518.330421;11552.97561;11912.49016;3131.459188;0;5268.498799;737.0490589;7172.682929;11869.58704;7028.194593;3682.890005;10928.58958;2355.203983;5828.25461;3177.466508;10273.38645;907.7516764;6677.357087;6535.808419;5937.226337;9466.541505;6196.819319;5296.750803;5584.993545;4331.766367;2357.449602;803.8411033;5132.297477;1965.865743;7901.762326;2784.449403;588.438719;5141.258801;1921.77356;6228.670297;242.0180934;6977.601179;4710.602888;5250.093829;6179.805424;4271.256808;6541.540439;8088.10866;5315.359808;12059.39969;4656.493533;9373.626961;1338.43021;2584.949537;3485.880654;2125.139495;1802.997473;5319.998538;7272.445639;5042.483642;5258.057784;6813.317488;5002.045382;5927.336725;3764.910125;4113.736865;5405.562659;13459.19713;12401.77903;3004.914574;9281.512637;5625.272138;2667.308055;5186.571403;3623.516601;4900.67687
