;Abu Dhabi;Abuja;Accra;Addis Ababa;Algiers;Amman;Amsterdam/The Hague (seat of Gvnt);Andorra la Vella;Ankara;Antananarivo;Apia;Ashgabat;Asmara;Astana;Athens;Baghdad;Baku;Bamako;Bandar Seri Begawan;Bangkok;Bangui;Banjul;Basseterre;Basse-Terre;Beijing;Beirut;Belgrade;Belmopan;Bern;Bishkek;Bissau;Bogota;Bratislava;Brazzaville;Bridgetown;Brussels;Bucuresti;Budapest;Buenos Aires;Bujumbura;Cairo;Canberra;Caracas;Castries;Cayenne;Charlotte Amalie;Chisinau;Conakry;Copenhagen;Dakar;Damascus;Dhaka;Dili;Djibouti;Dodoma;Doha;Dublin;Dushanbe;Fort-de-France;Funafuti;Gaborone;George Town;Georgetown;Guatemala;Hanoi;Harare;Havana;Helsinki;Honiara;Islamabad;Jakarta;Jerusalem;Kabul;Kampala;Kathmandu;Khartoum;Kiev (Rus);Kingston;Kingstown;Kinshasa;Kuala Lumpur;Kuwait;La Paz (adm.)/sucre (legislative);Libreville;Lilongwe;Lima;Lisbon;Ljubljana;Lome;London;Luanda;Lusaka;Luxembourg;Macau;Madrid;Malabo;Male;Mamoudzou;Managua;Manama;Manila;Maputo;Maseru;Masqat;Mbabane (Adm.);Mexico;Minsk;Mogadishu;Monrovia;Montevideo;Moroni;Moskva;Nairobi;Nassau;N'Djamena;New Delhi;Niamey;Nicosia;Noumea;Nuku'alofa;Nuuk;Oranjestad;Oslo;Ottawa;Ouagadougou;Pago Pago;Palikir;Panama;Papeete;Paramaribo;Paris;Phnom Penh;Port Moresby;Port-au-Prince;Porto-Novo (constitutional cotonou) (seat of gvnt);Prague;Praia;Pretoria (adm.) / Cap Town (Legislative) / Bloemfontein (Judicial);P'yongyang;Quito;Reykjavik;Riga;Riyadh;Road Town;Rome;Saint-Pierre;Saipan;San Jose;San Juan;San Marino;San Salvador;Santiago;Santo Domingo;Sao Tome;Sarajevo;Seoul;Skopje;Sofia;St. Peter Port;Stanley;Stockholm;Suva;Tallinn;Tarawa;Tashkent;T'bilisi;Tegucigalpa;Tehran;Thimphu;Tirane;Torshavn;Tripoli;Tunis;Vaduz;Valletta;Vienna;Vientiane;Vilnius;Warsaw;Washington DC;Wellington;Willemstad;Windhoek;Yamoussoukro;Yangon;Yaounde;Yerevan;Zagreb
Dakar;3570.340897;3386.827552;1560.373187;4174.500947;1512.503226;2897.524721;1760.878997;1535.806654;2798.521707;10305.24;17255.51709;5625.168826;2664.474216;6090.803463;2706.890826;3081.080103;3072.430775;921.7407508;7597.655774;6914.92645;1227.364652;674.1204068;4850.171925;5938.411546;7500.918219;2548.490446;1796.427829;7181.243967;2667.867619;4908.092497;1235.358936;5183.657487;2669.430127;4787.388177;5395.60175;2163.342821;1160.970105;587.5439344;8429.737789;5704.842876;3949.269022;14780.58799;4599.806677;5704.08378;4839.396373;4811.70425;3738.303196;673.0330799;894.5062812;0;1843.552518;6232.924366;13311.6507;3862.555063;5042.412246;4008.514819;1805.144627;4681.27305;3980.955592;18301.94136;8823.890976;6429.722262;3764.448735;6336.229139;9515.593578;8681.972971;7214.488581;2260.895851;16318.59856;4937.520166;10477.18275;2090.103241;4740.675735;2147.638036;5789.030118;1444.650397;1303.238413;16768.96771;5206.65275;6009.95528;8901.853572;2946.346699;8075.226245;1264.591056;4133.481514;7286.541452;1131.74545;3351.205269;3225.98247;1562.730278;9351.323006;6992.710447;1049.703209;9809.596896;1682.034053;1444.81333;6938.39035;9536.810337;7704.91574;4290.178564;8689.385837;10328.30017;5880.072866;3699.00662;5971.049859;8070.778729;2156.260932;4595.553594;1910.800239;10101.04682;8653.150204;2098.463548;6019.271797;6952.146189;2686.907469;5352.143968;1632.297379;3128.284523;16402.00492;16468.63726;4369.941695;4893.022996;2397.990537;5540.317114;2654.475951;16660.71017;9445.514407;7462.689434;15578.85964;3556.285814;2160.069805;7793.114735;15080.41733;4853.740743;1905.627488;3240.408239;3613.455116;8746.95005;11070.29473;8442.826235;2700.421938;2184.927029;2660.761401;4531.68503;2258.822673;3538.038007;12515.06954;5552.360581;4675.183479;2367.720336;6255.538421;8542.191967;4872.987693;2895.499474;2003.675138;9649.156345;3694.025822;1326.468668;1693.996199;9291.813626;1560.290071;16342.74623;1500.240019;12468.98131;5323.838584;2540.226094;7859.029528;3115.623732;6617.502619;1790.691411;3419.714965;1700.710806;1869.260691;3005.944535;2236.935318;2449.077861;6581.113156;845.7660247;2370.496664;13735.95649;17199.69196;6243.968748;7674.611616;1939.593811;6619.985489;1845.912629;3832.438623;1787.110143
Damascus;1763.264477;4120.632;3403.922887;3121.484546;3229.51415;3004.117145;3267.464584;3342.217466;3019.197439;9512.591733;15677.85818;4009.699802;1240.038181;4253.00248;3270.420556;1372.790894;1262.703147;2761.940147;6704.874392;5732.343398;1950.431187;1955.772582;3009.470432;4258.842653;6704.199563;2559.498233;2596.694066;5403.221062;3749.31104;4040.668042;2479.630084;3591.405623;2971.786437;4884.835917;3681.516356;3526.425304;1032.392656;1647.952461;7141.235267;5171.154237;3268.611812;13029.73248;2881.324962;4013.845404;3248.263614;2974.282531;3226.811002;2225.604789;2481.840155;1843.552518;0;4949.25198;11484.01408;2525.698583;4227.949544;2266.450364;3162.565615;3041.362515;2417.986949;16489.49628;8416.08501;4639.918825;2886.586762;4966.925939;7712.898973;8135.571777;5371.431387;2012.355386;14496.6895;3520.913374;8633.774589;1892.806105;3131.025485;1182.801907;4554.481359;399.1243529;577.8825039;15092.07329;3415.479656;5998.729173;7108.988594;1155.367323;6531.886599;2714.481622;3351.883905;5470.840982;2755.008171;3702.909478;4320.13528;3403.879133;9183.432834;6506.891927;2875.994782;8105.248629;3291.334213;2957.309833;5143.106294;8722.094228;5862.450928;2656.658141;7531.684411;9795.038913;5425.293252;2177.635089;5365.686604;6371.551508;2556.332651;3256.029307;2949.550942;9114.736586;7819.341818;1670.68877;5227.633999;5116.141666;3186.298338;3851.149672;3328.063657;2246.202375;14762.95698;15138.60854;2714.720088;3235.91785;3461.991758;3808.61629;3942.733458;15097.17333;9074.353606;5639.253396;13736.34911;2734.200852;3601.411123;6341.712442;13251.11035;3436.36934;3459.245866;3613.718367;3403.236559;8270.900031;9415.904859;6730.508683;2714.720088;2738.009164;1519.800187;2750.341543;3291.755614;2484.179346;11110.88224;4682.828686;2918.626605;3370.565787;4881.957839;7017.712059;3167.465717;3822.612688;2858.349858;8350.544539;3594.357619;2019.032555;3356.298241;8140.096546;2123.861532;15234.3482;1491.930215;11942.19052;3492.902682;1611.290994;6016.246463;2042.670128;5030.754616;2178.114338;4198.433863;2869.146232;3108.810352;3728.093642;3201.031296;2874.738598;5823.911893;1347.462126;2440.707576;13262.96955;15624.0689;4438.33582;7498.903478;3357.874694;5418.941281;3051.453036;2374.35343;2834.292302
Dhaka;3624.239994;9062.226379;7449.063719;6864.793494;6784.939736;4096.213465;7978.636636;7648.460606;4277.671304;11632.93239;12977.11841;5802.317664;5519.732233;4106.943396;4797.243085;4973.081402;3956.441689;6998.167813;2113.625346;829.8221864;6859.586767;6687.027398;3917.562135;5587.317472;2297.890747;4131.373526;5216.924251;2787.038871;5744.415414;1691.661855;5780.277277;1710.359385;7873.875867;9498.269287;5210.632652;6206.157558;5946.968477;6383.476831;8678.225168;9032.462403;7467.458295;8809.478616;2572.722811;5443.941549;5637.682625;3436.670384;7615.979141;6859.45654;6205.603122;6232.924366;4949.25198;0;8770.461629;6071.051386;7931.266174;4837.030294;7962.946911;2216.08268099999;2592.939865;12223.3235;11710.91978;2692.863214;2548.270278;333.6787659;4477.321901;11226.25765;3970.555611;6855.581911;10495.76081;1452.182317;6007.055664;4258.985871;2075.094125;5929.807371;457.6158582;5214.907434;5436.347055;10587.06148;4621.555398;10363.49703;3930.383216;3975.122331;7360.374535;7443.96309;7399.501119;4955.396426;6364.717931;8570.162075;9248.306918;7381.809753;12749.40019;10118.82673;6881.44793;4097.726908;7914.938556;6266.83266;5074.292247;11039.48562;4134.096876;5329.977747;2588.973138;12446.25202;9339.804636;2788.768916;9066.997054;2692.863214;4683.92915;6370.301337;7856.826601;10858.57497;10369.28304;4169.748591;8650.967742;4416.301062;8117.526878;1290.966474;7851.211586;6594.551821;10202.83516;10285.38282;5260.985553;2138.511172;5654.61615;2236.327861;8799.634251;10430.67103;4926.316518;4906.99718;10277.87939;2762.189867;6383.806833;1652.005906;9458.470268;1532.925441;8135.496509;8494.045668;8005.790953;11468.20824;5083.156937;6566.482525;7550.092923;4853.924955;3601.948682;2942.101083;5575.130641;2697.057107;6282.916169;1403.411358;2722.940299;5535.571022;343.9122156;7728.653786;2358.383584;8768.011519;5274.842349;3432.459943;8241.88472;5207.457959;7921.70973;9743.600154;7066.921423;10303.00379;6440.825004;7260.825417;3222.425617;3693.699733;4236.922411;3118.968802;1337.638472;7126.775585;9143.56443;5727.092715;5876.946935;8673.695639;5452.734439;7806.452582;1865.572567;5387.483027;7326.58399;14684.6716;10968.32213;4704.981341;11397.96048;6249.12558;528.9131786;5812.183915;5758.745632;5550.276979
Dili;9858.589968;12994.24701;14854.48529;9826.631751;14679.3064;12678.80896;14143.85206;14680.0579;12853.79952;6663.017702;4489.796394;7883.106011;10742.0262;7233.40587;13402.51209;10247.77446;10329.00729;14203.47533;9062.075609;8611.849167;12806.48342;13193.83173;8479.10909;7502.773148;9382.569781;12544.04459;13472.17236;6566.342756;14355.6437;10448.47315;13754.78149;8823.180893;12291.48937;11421.41789;7987.404709;14606.14;12234.79941;12955.67995;6203.1064;9718.702317;10453.38802;2914.141984;9065.598953;7714.718277;8645.823787;8582.929673;10799.05814;13507.27084;13921.99286;13311.6507;11484.01408;8770.461629;0;9767.631118;9580.047907;9324.695879;13872.40458;9144.466606;9849.626095;5154.420183;8495.866875;7210.190238;10980.98371;8484.18792;4344.439359;8161.807048;6176.51638;11767.06745;3335.056474;9366.494802;2980.256776;12320.19063;9151.871162;11351.04985;9173.45693;11878.29601;12008.43773;4440.610693;8112.683588;10746.67311;4948.87366;10469.7117;5801.717946;13739.79127;10204.91504;6026.285189;14185.90521;12265.23331;13789.80951;14870.36871;8981.253422;9157.101672;14357.09732;4739.014138;14312.37225;14301.27318;6386.664683;6950.490605;5705.379329;9123.321452;7685.748773;7478.760733;9793.337246;10130.4278;9424.579025;6122.856494;13034.84128;9148.275519;13357.11642;6123.029392;7353.911812;12094.43616;9009.924185;6369.37448;12583.31389;8885.315039;14473.9366;10740.02487;4379.779832;5507.182298;9030.003539;8931.251488;14184.4212;8196.355904;14094.50424;4812.836953;9859.97822;5849.008315;2319.262993;11157.94688;14754.68978;7242.825767;2255.590074;9425.891626;14336.66726;12319.71072;11284.81253;8333.49586;4226.597702;5054.241802;11902.47376;13256.42205;11242.32369;9001.100747;14056.39213;10847.68358;5041.045981;10128.42089;8920.85718;14056.8499;8528.695829;5454.972552;8849.510066;13360.17197;13641.61811;6674.415516;11424.06215;13138.58927;14441.808;6034.868345;12675.40331;6112.963389;12196.45086;8304.9648;8110.187831;11493.11247;5548.444437;11056.11067;7685.168601;12488.20783;13090.05204;13959.97207;14183.09918;12964.63534;13925.68135;12489.79459;9911.633484;12759.69671;12054.07882;6710.677859;5065.529205;7071.635266;9648.95146;14543.10031;8739.531963;14111.66914;9688.044174;13826.51581
Djibouti;2556.882168;3881.003332;5221.947211;801.0110348;5373.882725;5483.954716;4382.774441;4958.23936;5518.952852;7022.703588;13400.22726;1886.028794;1297.458711;3192.580556;5795.593557;1351.980273;2447.985643;4602.720435;8149.160878;6896.016723;3057.235934;3521.120202;2388.584294;2286.595596;8264.349298;5045.091913;5097.451465;5093.525736;6233.835811;5859.828202;4866.595042;4369.119066;2754.724722;3539.314571;1907.786731;5915.491444;2703.802489;3353.27358;4643.891595;3029.091558;1446.370612;12057.14505;3498.739081;2102.198017;1154.246875;2769.414234;1688.008961;3827.603575;4715.167813;3862.555063;2525.698583;6071.051386;9767.631118;0;1941.467205;1251.80306;4124.13411199999;3858.304683;3663.093227;14884.96858;6135.769692;4401.978984;4901.777032;5932.897106;6964.260208;5780.912775;4403.932604;2008.373173;13083.50936;4704.24905;7339.172836;4388.552228;4001.699214;1714.920872;5825.219435;2760.965363;2748.277834;14068.05534;2098.752335;4293.297668;6484.143768;2525.698583;4218.725833;3976.997411;1336.901052;3980.632806;4976.217633;3128.077772;4509.283114;5269.581147;7034.973232;4277.737633;4854.947672;7770.435673;4544.844812;5254.376907;3549.881244;6235.648236;4860.427127;906.5076443;8503.833322;7396.439945;3328.141659;3607.830851;3134.056799;6265.345803;5081.699472;745.4919968;3634.873986;6592.243169;5339.850965;4143.505023;2857.882629;3881.003332;3083.092639;4780.485881;4709.979446;1013.350982;13877.39993;14747.24402;1013.350982;3936.115054;5943.722675;4067.090904;4529.006659;14308.0523;10873.25086;4196.983007;12081.34653;4824.845709;5955.345513;6923.223785;11890.39656;4640.259142;4580.106969;3111.486508;2207.489432;5953.147759;9108.994231;4721.949968;2317.250182;5262.919386;3691.714008;3137.027196;5775.552831;4433.831891;11221.83881;6404.524319;3361.238268;5862.319526;5854.995358;4680.911979;3728.093642;3959.228614;5360.262579;8983.694072;2453.788166;4503.875578;4674.547318;5617.705173;2907.782469;15160.29883;2477.858192;13296.10992;3197.791566;3897.818091;4981.853596;4098.27735;5496.232285;2725.383139;3991.031114;5303.418055;5531.012641;3633.739961;5695.418358;2881.120111;7523.469889;3748.62282;2361.809397;10809.01853;14705.04012;3001.69126;5456.050533;5716.959004;6599.796858;5482.371364;312.6561387;5298.988691
Dodoma;4495.088251;3426.54033;6030.853216;1160.982393;6443.266761;7229.706595;4823.564234;5650.298649;7234.902979;5334.951238;12297.7328;2596.172796;3021.071735;4461.320712;7420.707364;3266.4516;4380.55886;5525.78376;10034.59134;8743.291193;3913.039323;4495.088251;4067.954562;3016.549579;10170.65583;6784.801574;6612.845774;6497.130807;7666.968447;7801.185864;6225.645993;6221.014285;2825.289815;2202.623881;3030.003205;7205.7284;4012.031074;4458.564316;3573.818212;1103.210097;1094.927348;12309.73883;5369.774138;2987.950547;2376.590639;4521.316395;1356.506471;4743.209573;5936.129305;5042.412246;4227.949544;7931.266174;9580.047907;1941.467205;0;3107.499177;4521.316395;5742.71941;5598.89154;14231.89367;4226.734736;5918.915311;6824.745964;7761.201992;7899.052903;3912.477508;5505.939074;2785.699231;12844.52352;6612.19561;7798.164199;6117.444042;5888.027206;3131.602378;7720.16256;4349.590529;4260.264103;14008.57611;3507.066113;2533.23452;7553.47525;4449.187552;3793.24097;4626.614989;917.0196329;4739.975251;6158.332771;2685.22382;4215.408832;6110.60958;5097.451465;2342.944856;5845.908963;8905.830871;5048.395956;6484.315512;4305.358244;4547.943787;5867.661971;2601.539597;10243.29096;5567.293239;1409.449032;5549.245628;1193.521852;7661.245577;6717.150588;1570.890798;3987.44387;5061.175461;3647.056898;5898.394613;1006.895005;4878.866721;3068.757842;6644.326484;5272.735523;2014.288161;13958.06061;15058.37832;2673.617513;5795.824339;7382.46872;5807.480352;4538.227482;14392.74266;12796.2069;4957.847817;11738.24894;6735.716918;7197.25471;8584.836386;11834.0845;6552.38503;4978.075194;2742.11406;1734.687912;4061.360129;10149.11905;4743.113152;2532.254992;6864.310216;5565.136731;4992.390699;7225.613862;6359.206171;12358.8034;8343.19034;5209.029503;7326.268583;7687.842749;4125.725117;5572.898861;3784.596484;6867.927123;10562.25787;1847.35821;6016.230555;5197.518973;4283.680224;3627.930789;15630.88366;3545.891662;15013.73112;4852.355973;5745.322021;5947.453582;6004.000788;7197.11586;3383.838732;3527.432565;6693.188969;6890.182964;3387.540175;7171.975407;3059.970317;9455.129394;5220.617056;2801.522975;9037.958793;14615.34324;4039.801259;3519.883485;6981.41675;8458.818169;6856.868453;2236.470148;6735.716918
Doha;1478.689255;4935.988324;5531.234189;2031.315292;5471.655449;4862.448528;5001.453762;5369.891131;4938.350019;7794.988148;13411.42898;1794.06659;1451.987349;2240.594145;5319.037483;927.4393377;1570.667077;4880.829471;6930.81966;5657.855374;3573.937466;3882.020623;1196.737479;1998.052893;7063.162718;4454.526073;4790.986962;3953.68138;5945.275026;4776.574089;4743.089926;3129.069907;3729.765182;4782.845435;1415.21883;5783.363382;2910.468369;3632.220535;5097.337189;4210.566848;2692.731911;11273.01336;2266.450364;1751.110863;1117.628246;1527.549271;2908.752939;4193.439157;4735.998977;4008.514819;2266.450364;4837.030294;9324.695879;1251.80306;3107.499177;0;4791.636405;2636.114776;2538.501705;14461.55273;7171.523505;3225.958128;3944.046395;4688.013841;6003.312327;6766.523789;3463.37899;2791.707487;12518.2816;3506.21324;6623.990983;3855.241128;2781.20547;2089.19198;4613.001916;2628.272084;2718.835848;13351.54033;1219.612796;5536.195373;5469.732993;1696.392127;4314.021691;4509.135433;2588.288374;3309.371914;5009.476769;4230.870179;5469.732993;5551.947302;8128.673726;5386.510828;5057.844343;6692.86248;5111.997207;5222.942593;2938.105903;7032.552667;3950.243094;566.6260918;7252.031174;8304.559801;4516.003447;2543.010354;4275.439179;5105.635076;4632.535033;1588.828753;4376.689906;7246.309779;6173.295849;3586.937029;3921.481106;3053.038246;4051.290947;3546.433651;5226.433613;2031.140012;13100.04283;13821.61317;556.1312765;2698.568158;5665.768943;2819.115764;5359.533819;13506.45129;9691.406648;3500.921851;11628.25915;3909.691648;5864.701026;5679.350164;11277.37727;3448.090049;5206.179956;4195.092748;3395.590777;6965.614625;8045.521199;4465.990121;3301.88005;4845.027051;2931.952075;1895.537094;5495.879423;3479.478057;10087.44807;5273.970406;2117.387551;5563.072055;4611.152917;4804.024671;2484.13687;4910.081649;5044.814354;7747.999529;3644.227503;4246.572937;5218.651703;6173.295849;3538.596082;14152.61373;2947.52101;12045.02569;1987.305872;3185.07619;4089.902138;3225.561404;4250.015756;3424.785147;5042.345248;5116.04723;5358.348945;4636.032216;5392.772902;3796.215082;6362.836062;3613.910372;3242.891862;11578.73851;13966.56618;2261.143086;6618.132924;5621.359417;5365.864264;5297.906037;941.6062202;5063.793649
Dublin;4889.643291;1782.892082;1663.942404;4060.949447;2352.601418;4651.268905;303.346247;1218.957141;4532.544186;9304.254622;16535.82732;6008.297542;3346.527721;7030.16713;4339.114525;3951.181146;4400.582667;1449.277039;9402.29722;8679.272704;1256.955079;1275.951523;5877.402092;6409.251501;9305.286089;4333.182637;3452.625788;8503.128894;4004.98474;6706.719312;2794.043231;6744.490417;1697.461194;3478.753875;5981.343117;3341.346508;2135.926515;1582.134064;8095.036981;4820.531271;3508.544584;16059.28487;6040.410029;6215.404904;5268.578324;5986.460367;3186.428112;1135.004822;2295.363298;1805.144627;3162.565615;7962.946911;13872.40458;4124.13411199999;4521.316395;4791.636405;0;6201.197417;5552.422843;18707.494;7589.725053;7734.183362;5551.382578;8034.456279;10740.07758;7564.80381599999;8244.704609;2115.770957;17203.35894;6601.285721;11398.99488;3895.003587;6285.752846;2708.080187;7530.643597;2817.948114;2602.135261;18143.13069;5992.11188;4664.221781;10165.26287;4308.63938;8140.054196;540.5747494;3749.793245;8042.253642;2352.601418;2079.313318;1438.308808;1767.403811;7927.187805;5940.977296;1779.620085;11244.69503;540.5747494;2675.723924;7630.790859;8602.311891;8735.694869;4854.848862;10468.87914;9110.467133;4904.651673;5290.915529;5122.6114;9521.371322;3894.703933;4724.136075;535.8757364;9300.193556;7794.10412;3891.766779;5345.123426;7840.001317;1493.075059;6975.591651;781.2223456;3135.023358;17872.5448;18247.46231;4957.823019;6397.971476;3796.532582;6958.486667;851.3286743;18245.00956;11158.84664;8248.535349;16161.83124;5346.640667;3244.724714;9460.260333;16011.67654;6516.153957;468.629005;1978.131041;2804.048684;7569.493534;12570.25744;8818.665903;2017.626357;3877.364578;4361.004465;5881.564146;3705.492397;5291.381323;14228.99804;7353.806714;6064.242351;3814.994241;7951.290181;8543.743769;6327.744489;1223.488808;3600.407691;11394.84672;2756.754528;3090.457202;689.618293;8726.876916;1254.825828;18142.67942;1865.010759;14180.0387;6519.085989;4283.907769;8878.20235;4852.816768;8187.874907;1402.727842;1779.620085;3175.751565;3244.724714;1481.407424;3732.489782;1461.580404;8385.594687;2627.141822;1825.048729;12309.57189;18747.28216;7011.064686;6336.07092;3115.60119;8377.666176;3255.452037;4239.890477;3321.382283
Dushanbe;1450.790328;7017.790359;6147.192528;4654.998925;5684.726249;3656.589165;6289.684177;6211.696662;3812.669963;9991.570127;13634.18415;3847.020208;3361.794544;2576.602651;4348.021684;2781.740425;1862.38525;5570.84322;4295.355174;3044.54824;4987.737441;4964.636528;1878.527783;3742.979168;4429.40912;3434.398763;4329.803742;2601.592708;5260.474004;2383.311582;4682.280628;567.4143495;5794.366876;7295.002092;3251.209439;5462.117869;4073.375225;4651.157676;7057.708546;6845.929101;5252.015184;10101.09171;383.7948502;3547.650798;3528.643273;1391.966471;5407.606494;5203.398142;4967.657776;4681.27305;3041.362515;2216.08268099999;9144.466606;3858.304683;5742.71941;2636.114776;6201.197417;0;722.9564537;13631.52113;9700.545599;1936.807269;2061.876038;2108.474466;4936.267765;9253.972891;3132.063968;4763.315503;11688.54574;897.4095684;6164.250546;3180.580409;145.6651036;3840.324685;1977.624041;3386.524681;3599.783756;12107.22486;2656.819911;8148.573379;4309.767705;1922.780414;5894.991531;5735.17695;5183.922323;3789.576684;5197.630639;6452.398685;7326.109028;6111.80619;10700.03449;7991.209198;5566.030836;5128.365933;6288.356812;5230.81883;3707.642021;9296.241992;3533.471276;3153.0268;4732.289206;10663.63808;7151.763352;1013.182013;6901.541862;3390.196273;3896.095747;4200.372057;5981.027133;9307.363444;8517.111379;2968.717003;6518.539421;3251.209439;6066.982763;932.3150577;6289.918943;4398.317535;11758.31557;12101.19337;3094.347872;218.0997106;5059.488517;948.1758664;6982.186884;12070.95769;7063.263375;3847.020208;11146.61021;2171.840612;5613.57251;3341.332478;10490.90465;856.5394617;6474.474372;6386.05134;5815.93315799999;9475.643207;6402.686916;5443.62874;5434.880244;4121.710054;2139.367552;770.4121308;4921.953455;1770.873817;8083.484644;2746.664098;588.1933558;4932.389457;2026.311319;6343.442418;346.8875148;6802.884771;4498.079209;5404.34822;6056.450416;4053.364522;6334.500935;8172.16107;5132.376927;12236.11573;4475.349142;9472.263603;1449.337821;2367.568758;3684.962755;1913.351133;1989.940908;5143.530522;7109.039724;4826.650324;5043.069919;6647.474849;4791.859863;5762.473786;3766.968606;3898.47851;5246.506992;13570.95741;12604.33672;3116.062017;9244.100018;5409.622713;2743.872239;4971.577295;3546.575679;4685.737105
Fort-de-France;1107.264505;6488.415292;5430.064344;4461.73162;4961.82161;3031.337271;5623.673135;5505.572306;3176.380167;10209.45708;14338.4235;4025.462845;2939.468466;3063.147237;3698.098564;2432.313653;1366.93947;4861.057873;4548.257726;3410.276238;4366.482276;4298.150233;2115.604152;4004.145191;4628.491721;2769.749732;3622.592674;3321.854484;4587.023267;2239.825535;3960.602441;1204.18395;5286.751243;6941.77322;3454.08392;4757.128416;3446.049691;3984.773201;7341.677223;6692.015725;4971.982551;10808.13813;813.8879748;3783.09583;3568.888169;1693.693037;5081.405327;4524.029567;4245.371211;3980.955592;2417.986949;2592.939865;9849.626095;3663.093227;5598.89154;2538.501705;5552.422843;722.9564537;0;14339.76577;9709.579924;2639.994857;1575.8316;2568.692981;5658.979967;9298.06413;3773.726065;4264.484622;12406.31139;1140.767924;6870.038148;2470.632691;761.7870027;3337.822829;2251.600629;2735.982078;2954.41858;12795.83746;2891.882638;7886.980314;5032.556815;1382.391253;6272.129866;5070.492057;4939.839816;4332.443118;4474.699772;5977.649321;6736.108319;5392.912079;10663.46962;7913.487524;4847.991228;5834.217079;5609.678442;4509.6055;4192.036473;9477.243718;4199.285869;3097.892624;5177.834478;10799.47372;6991.131634;290.3583147;6785.582792;4099.820512;3205.935069;4125.090975;5366.955379;9578.098728;8651.676632;2251.600629;6455.561472;3816.77556;5539.266775;1433.181918;5600.138319;4041.741184;12440.06294;12726.16711;3063.147237;941.0439152;4374.503412;1659.741619;6353.44185;12738.97288;7213.412928;4415.469536;11869.00034;1630.519103;4905.292415;3923.906615;11212.49733;1060.810432;5803.510793;5902.468852;5436.731783;9501.520669;7091.067685;5947.814122;4957.336694;3434.411149;1416.759288;1040.508994;4231.852148;1188.183053;8695.101894;2745.427016;1006.661732;4248.207159;2483.50222;6740.332859;1000.42183;6229.759373;3799.699902;5942.83916;5667.728435;3331.787083;5649.114407;8455.674863;4537.695799;12819.85149;3891.822529;9810.018487;1943.357302;1649.406917;4353.439964;1230.162827;2646.181478;4572.723289;6573.806588;4114.086215;4333.90663;6106.072511;4102.623644;5229.641739;3860.88913;3185.680853;4738.38134;13907.5381;13275.6357;3543.866937;9117.983101;4697.528231;3096.85218;4262.43696;3362.754505;3977.035273
